"obs_full","gs","genus.x","species.x","verbiage","long_key","exclude","verb_length","has_nonNative_ssp","usageKey","scientificName","canonicalName","rank","status","confidence","matchType","kingdom","phylum","order","family","genus.y","species.y","kingdomKey","phylumKey","classKey","orderKey","familyKey","genusKey","speciesKey","synonym","class","verbatim_name","matchNote","acceptedUsageKey","verbatim_kingdom"
"Carex kobomugi Ohwi, Japanese Sedge, † (Lea 1290 Assateague  Island National Seashore Herbarium) ","Carex kobomugi","Carex","kobomugi"," Ohwi, Japanese Sedge, † (Lea 1290 Assateague  Island National Seashore Herbarium) ","Carex kobomugi Ohwi, Japanese ",TRUE,83,FALSE,2727576,"Carex kobomugi Ohwi","Carex kobomugi","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex kobomugi",6,7707728,196,1369,7708,2721893,2727576,FALSE,"Liliopsida","Carex kobomugi","unambiguous",NA,NA
"Carex kraliana Naczi & Bryson, Kral’s Sedge (Knapp 1180  DOV) ","Carex kraliana","Carex","kraliana"," Naczi & Bryson, Kral’s Sedge (Knapp 1180  DOV) ","Carex kraliana Naczi & Bryson,",FALSE,48,FALSE,2726282,"Carex kraliana Naczi & Bryson","Carex kraliana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex kraliana",6,7707728,196,1369,7708,2721893,2726282,FALSE,"Liliopsida","Carex kraliana","unambiguous",NA,NA
"Carex lacustris Willd., Lake Sedge, •  S2/G5 (McAvoy 1142  DOV) ","Carex lacustris","Carex","lacustris"," Willd., Lake Sedge, •  S2/G5 (McAvoy 1142  DOV) ","Carex lacustris Willd., Lake S",FALSE,49,FALSE,2724064,"Carex lacustris Willd.","Carex lacustris","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lacustris",6,7707728,196,1369,7708,2721893,2724064,FALSE,"Liliopsida","Carex lacustris","unambiguous",NA,NA
"Carex laevivaginata (Kük.) Mack., Smoothsheath Sedge (Longbottom  5938 DOV) ","Carex laevivaginata","Carex","laevivaginata"," (Kük.) Mack., Smoothsheath Sedge (Longbottom  5938 DOV) ","Carex laevivaginata (Kük.) Mac",FALSE,57,FALSE,8387084,"Carex laevivaginata (Kük.) Mack.","Carex laevivaginata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex laevivaginata",6,7707728,196,1369,7708,2721893,8387084,FALSE,"Liliopsida","Carex laevivaginata","unambiguous",NA,NA
"Carex lasiocarpa Ehrh., Woolyfruit Sedge, •  S1/G5 (Knapp  et al. 1400 DOV)  [Carex lasiocarpa var. americana Fernald] ","Carex lasiocarpa","Carex","lasiocarpa"," Ehrh., Woolyfruit Sedge, •  S1/G5 (Knapp  et al. 1400 DOV)  [Carex lasiocarpa var. americana Fernald] ","Carex lasiocarpa Ehrh., Woolyf",FALSE,103,FALSE,2728531,"Carex lasiocarpa Ehrh.","Carex lasiocarpa","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lasiocarpa",6,7707728,196,1369,7708,2721893,2728531,FALSE,"Liliopsida","Carex lasiocarpa","unambiguous",NA,NA
"Carex laxiculmis Schwein. var. copulata L. H. Bailey, Spreading  Sedge,  S1?/G5T3T5 (Naczi 11055 NY) ","Carex laxiculmis","Carex","laxiculmis"," Schwein. var. copulata L. H. Bailey, Spreading  Sedge,  S1?/G5T3T5 (Naczi 11055 NY) ","Carex laxiculmis Schwein. var.",FALSE,86,FALSE,2726928,"Carex laxiculmis Schwein.","Carex laxiculmis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex laxiculmis",6,7707728,196,1369,7708,2721893,2726928,FALSE,"Liliopsida","Carex laxiculmis","unambiguous",NA,NA
"Carex laxiflora Lam., Broad Loose-flowered Sedge (Naczi 9321  NY)  [Carex laxiflora var. patulifolia (Dewey) J. Carey; C. laxiflora  var. serrulata F. J. Herm.] ","Carex laxiflora","Carex","laxiflora"," Lam., Broad Loose-flowered Sedge (Naczi 9321  NY)  [Carex laxiflora var. patulifolia (Dewey) J. Carey; C. laxiflora  var. serrulata F. J. Herm.] ","Carex laxiflora Lam., Broad Lo",FALSE,146,FALSE,2724466,"Carex laxiflora Lam.","Carex laxiflora","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex laxiflora",6,7707728,196,1369,7708,2721893,2724466,FALSE,"Liliopsida","Carex laxiflora","unambiguous",NA,NA
"Carex leavenworthii Dewey, Leavenworth’s Sedge (Longbottom  11374 DOV) ","Carex leavenworthii","Carex","leavenworthii"," Dewey, Leavenworth’s Sedge (Longbottom  11374 DOV) ","Carex leavenworthii Dewey, Lea",FALSE,52,FALSE,2725211,"Carex leavenworthii Dewey","Carex leavenworthii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex leavenworthii",6,7707728,196,1369,7708,2721893,2725211,FALSE,"Liliopsida","Carex leavenworthii","unambiguous",NA,NA
"Carex leptalea Wahlenb. var. harperi (Fernald) Stone, Harper’s  Bristly-stalked Sedge (Lea 2616 DOV) ","Carex leptalea","Carex","leptalea"," Wahlenb. var. harperi (Fernald) Stone, Harper’s  Bristly-stalked Sedge (Lea 2616 DOV) ","Carex leptalea Wahlenb. var. h",FALSE,87,FALSE,2729017,"Carex leptalea Wahlenb.","Carex leptalea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex leptalea",6,7707728,196,1369,7708,2721893,2729017,FALSE,"Liliopsida","Carex leptalea","unambiguous",NA,NA
"Carex leptalea Wahlenb. var. leptalea, Bristly-stalked Sedge  (Knapp et al. 1400a DOV) ","Carex leptalea","Carex","leptalea"," Wahlenb. var. leptalea, Bristly-stalked Sedge  (Knapp et al. 1400a DOV) ","Carex leptalea Wahlenb. var. l",FALSE,73,FALSE,2729017,"Carex leptalea Wahlenb.","Carex leptalea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex leptalea",6,7707728,196,1369,7708,2721893,2729017,FALSE,"Liliopsida","Carex leptalea","unambiguous",NA,NA
"Carex leptonervia (Fernald) Fernald, Nerveless Woodland Sedge  (Naczi 11056 NY) ","Carex leptonervia","Carex","leptonervia"," (Fernald) Fernald, Nerveless Woodland Sedge  (Naczi 11056 NY) ","Carex leptonervia (Fernald) Fe",FALSE,63,FALSE,2728688,"Carex leptonervia (Fernald) Fernald","Carex leptonervia","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex leptonervia",6,7707728,196,1369,7708,2721893,2728688,FALSE,"Liliopsida","Carex leptonervia","unambiguous",NA,NA
"Carex lonchocarpa Willd.flex Spreng., Southern Long Sedge  (Longbottom 5870 DOV)  [Carex folliculata L. var. australis L. H. Bailey; C. smalliana  Mack.] ","Carex lonchocarpa","Carex","lonchocarpa"," Willd.flex Spreng., Southern Long Sedge  (Longbottom 5870 DOV)  [Carex folliculata L. var. australis L. H. Bailey; C. smalliana  Mack.] ","Carex lonchocarpa Willd.flex S",FALSE,137,FALSE,2722830,"Carex lonchocarpa Willd. ex Spreng.","Carex lonchocarpa","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lonchocarpa",6,7707728,196,1369,7708,2721893,2722830,FALSE,"Liliopsida","Carex lonchocarpa","unambiguous",NA,NA
"Carex longii Mack., Long’s Sedge (Hill 15736 Assateague Island  National Seashore Herbarium) ","Carex longii","Carex","longii"," Mack., Long’s Sedge (Hill 15736 Assateague Island  National Seashore Herbarium) ","Carex longii Mack., Long’s Sed",FALSE,81,FALSE,2729850,"Carex longii Mack.","Carex longii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex longii",6,7707728,196,1369,7708,2721893,2729850,FALSE,"Liliopsida","Carex longii","unambiguous",NA,NA
"Carex louisianica L. H. Bailey, Louisiana Sedge, •  S3/G5 (Naczi  11579 DOV) ","Carex louisianica","Carex","louisianica"," L. H. Bailey, Louisiana Sedge, •  S3/G5 (Naczi  11579 DOV) ","Carex louisianica L. H. Bailey",FALSE,60,FALSE,2728112,"Carex louisianica L.H.Bailey","Carex louisianica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex louisianica",6,7707728,196,1369,7708,2721893,2728112,FALSE,"Liliopsida","Carex louisianica","unambiguous",NA,NA
"Carex lucorum Willd.flex Link, Blue Ridge Sedge, •  S1/G4  (Ebert & Holt s.n. DOV) ","Carex lucorum","Carex","lucorum"," Willd.flex Link, Blue Ridge Sedge, •  S1/G4  (Ebert & Holt s.n. DOV) ","Carex lucorum Willd.flex Link,",FALSE,70,FALSE,2727800,"Carex lucorum Willd.","Carex lucorum","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lucorum",6,7707728,196,1369,7708,2721893,2727800,FALSE,"Liliopsida","Carex lucorum","unambiguous",NA,NA
"Carex lupuliformis Sartwellflex Dewey, False Hop Sedge, •  S2/  G4 (Knapp 656 DOV) ","Carex lupuliformis","Carex","lupuliformis"," Sartwellflex Dewey, False Hop Sedge, •  S2/  G4 (Knapp 656 DOV) ","Carex lupuliformis Sartwellfle",FALSE,65,FALSE,2727256,"Carex lupuliformis Sartwell ex Dewey","Carex lupuliformis","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lupuliformis",6,7707728,196,1369,7708,2721893,2727256,FALSE,"Liliopsida","Carex lupuliformis","unambiguous",NA,NA
"Carex lupulina Muhl.flex Willd., Hop Sedge (Knapp & Frye  656a DOV) ","Carex lupulina","Carex","lupulina"," Muhl.flex Willd., Hop Sedge (Knapp & Frye  656a DOV) ","Carex lupulina Muhl.flex Willd",FALSE,54,FALSE,2727232,"Carex lupulina Muhl. ex Willd.","Carex lupulina","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lupulina",6,7707728,196,1369,7708,2721893,2727232,FALSE,"Liliopsida","Carex lupulina","unambiguous",NA,NA
"Carex lurida Wahlenb., Shallow Sedge (Hill 557 Assateague  Island National Seashore Herbarium) ","Carex lurida","Carex","lurida"," Wahlenb., Shallow Sedge (Hill 557 Assateague  Island National Seashore Herbarium) ","Carex lurida Wahlenb., Shallow",FALSE,83,FALSE,2722529,"Carex lurida Wahlenb.","Carex lurida","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex lurida",6,7707728,196,1369,7708,2721893,2722529,FALSE,"Liliopsida","Carex lurida","unambiguous",NA,NA
"Carex meadii Dewey, Mead’s Sedge, •  S1/G4G5 (Frye 5537  TAWES) ","Carex meadii","Carex","meadii"," Dewey, Mead’s Sedge, •  S1/G4G5 (Frye 5537  TAWES) ","Carex meadii Dewey, Mead’s Sed",FALSE,52,FALSE,2724882,"Carex meadii Dewey","Carex meadii","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex meadii",6,7707728,196,1369,7708,2721893,2724882,FALSE,"Liliopsida","Carex meadii","unambiguous",NA,NA
"Carex mesochorea Mack., Midland Sedge (Longbottom et al.  7202 DOV) ","Carex mesochorea","Carex","mesochorea"," Mack., Midland Sedge (Longbottom et al.  7202 DOV) ","Carex mesochorea Mack., Midlan",FALSE,52,FALSE,2722260,"Carex mesochorea Mack.","Carex mesochorea","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex mesochorea",6,7707728,196,1369,7708,2721893,2722260,FALSE,"Liliopsida","Carex mesochorea","unambiguous",NA,NA
"Carex michauxiana Boeckeler, Michaux’s Sedge, •  SH/G5  (Riefner 81-109 MICH) ","Carex michauxiana","Carex","michauxiana"," Boeckeler, Michaux’s Sedge, •  SH/G5  (Riefner 81-109 MICH) ","Carex michauxiana Boeckeler, M",FALSE,61,FALSE,2729996,"Carex michauxiana Boeckeler","Carex michauxiana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex michauxiana",6,7707728,196,1369,7708,2721893,2729996,FALSE,"Liliopsida","Carex michauxiana","unambiguous",NA,NA
"Carex mitchelliana M. A. Curtis, Mitchell’s Sedge, •  S2/G4  (Longbottom 6139 DOV) ","Carex mitchelliana","Carex","mitchelliana"," M. A. Curtis, Mitchell’s Sedge, •  S2/G4  (Longbottom 6139 DOV) ","Carex mitchelliana M. A. Curti",FALSE,65,FALSE,2726457,"Carex mitchelliana M.A.Curtis","Carex mitchelliana","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex mitchelliana",6,7707728,196,1369,7708,2721893,2726457,FALSE,"Liliopsida","Carex mitchelliana","unambiguous",NA,NA
"Carex molesta Mack.flex Bright, Troublesome Sedge, †? (Knapp  2848 DOV) ","Carex molesta","Carex","molesta"," Mack.flex Bright, Troublesome Sedge, †? (Knapp  2848 DOV) ","Carex molesta Mack.flex Bright",TRUE,59,FALSE,2725562,"Carex molesta Mack.","Carex molesta","SPECIES","ACCEPTED",98,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex molesta",6,7707728,196,1369,7708,2721893,2725562,FALSE,"Liliopsida","Carex molesta","unambiguous",NA,NA
"Carex molestiformis Reznicek & P. Rothrock, Frightfruit Sedge,  † (Frye 6178 MICH) ","Carex molestiformis","Carex","molestiformis"," Reznicek & P. Rothrock, Frightfruit Sedge,  † (Frye 6178 MICH) ","Carex molestiformis Reznicek &",TRUE,64,FALSE,2725514,"Carex molestiformis Reznicek & Rothrock","Carex molestiformis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex molestiformis",6,7707728,196,1369,7708,2721893,2725514,FALSE,"Liliopsida","Carex molestiformis","unambiguous",NA,NA
"Carex muhlenbergii Schkuhrflex Willd var. enervis Boott,  Muhlenberg’s Nerveless Sedge (Holt & Ebert s.n. TAWES)  [Carex muhlenbergii var. xalapensis (Kunth) Britton;  C. plana Mack.] ","Carex muhlenbergii","Carex","muhlenbergii"," Schkuhrflex Willd var. enervis Boott,  Muhlenberg’s Nerveless Sedge (Holt & Ebert s.n. TAWES)  [Carex muhlenbergii var. xalapensis (Kunth) Britton;  C. plana Mack.] ","Carex muhlenbergii Schkuhrflex",FALSE,166,FALSE,2728062,"Carex muhlenbergii Kunth ex Boott","Carex muhlenbergii","SPECIES","SYNONYM",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex vulpinoidea",6,7707728,196,1369,7708,2721893,2728060,TRUE,"Liliopsida","Carex muhlenbergii","unambiguous",2728060,NA
"Carex muricata L., Rough Sedge, † (Baltars 4414 Cylburn  Arboretum)—the specimen vouchering this report could not  beflexamined for this project, but Frye and Lea (2001) examined  the specimen for their study  [Carex pairaei F. W. Schultz] ","Carex muricata","Carex","muricata"," L., Rough Sedge, † (Baltars 4414 Cylburn  Arboretum)—the specimen vouchering this report could not  beflexamined for this project, but Frye and Lea (2001) examined  the specimen for their study  [Carex pairaei F. W. Schultz] ","Carex muricata L., Rough Sedge",TRUE,226,FALSE,2722926,"Carex muricata L.","Carex muricata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex muricata",6,7707728,196,1369,7708,2721893,2722926,FALSE,"Liliopsida","Carex muricata","unambiguous",NA,NA
"Carex nigromarginata Schwein., Black Edge Sedge (Knapp 2386  DOV) ","Carex nigromarginata","Carex","nigromarginata"," Schwein., Black Edge Sedge (Knapp 2386  DOV) ","Carex nigromarginata Schwein.,",FALSE,46,FALSE,2727797,"Carex nigromarginata Schwein.","Carex nigromarginata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex nigromarginata",6,7707728,196,1369,7708,2721893,2727797,FALSE,"Liliopsida","Carex nigromarginata","unambiguous",NA,NA
"Carex normalis Mack., Greater Straw Sedge (Naczi 8049 DOV)  NUMBER 113 • 39 ","Carex normalis","Carex","normalis"," Mack., Greater Straw Sedge (Naczi 8049 DOV)  NUMBER 113 • 39 ","Carex normalis Mack., Greater ",FALSE,62,FALSE,2726348,"Carex normalis Mack.","Carex normalis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex normalis",6,7707728,196,1369,7708,2721893,2726348,FALSE,"Liliopsida","Carex normalis","unambiguous",NA,NA
"Carex novae-angliae Schwein., New England Sedge—see  Excluded Flora section. ","Carex novae-angliae","Carex","novae-angliae"," Schwein., New England Sedge—see  Excluded Flora section. ","Carex novae-angliae Schwein., ",TRUE,58,FALSE,2725597,"Carex novae-angliae Schwein.","Carex novae-angliae","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex novae-angliae",6,7707728,196,1369,7708,2721893,2725597,FALSE,"Liliopsida","Carex novae-angliae","unambiguous",NA,NA
"Carex oklahomensis Mack., Oklahoma Sedge, † (Longbottom  11694 NY) ","Carex oklahomensis","Carex","oklahomensis"," Mack., Oklahoma Sedge, † (Longbottom  11694 NY) ","Carex oklahomensis Mack., Okla",TRUE,49,FALSE,2727219,"Carex oklahomensis Mack.","Carex oklahomensis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex oklahomensis",6,7707728,196,1369,7708,2721893,2727219,FALSE,"Liliopsida","Carex oklahomensis","unambiguous",NA,NA
"Carex oligocarpa Willd., Rich Woods Sedge (Naczi 11051 NY) ","Carex oligocarpa","Carex","oligocarpa"," Willd., Rich Woods Sedge (Naczi 11051 NY) ","Carex oligocarpa Willd., Rich ",FALSE,43,FALSE,2722167,"Carex oligocarpa Willd.","Carex oligocarpa","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex oligocarpa",6,7707728,196,1369,7708,2721893,2722167,FALSE,"Liliopsida","Carex oligocarpa","unambiguous",NA,NA
"Carex oxylepis Torr. & Hook., Sharp Scale Sedge, •  S1?/G5  (Thomson 970515 TAWES) ","Carex oxylepis","Carex","oxylepis"," Torr. & Hook., Sharp Scale Sedge, •  S1?/G5  (Thomson 970515 TAWES) ","Carex oxylepis Torr. & Hook., ",FALSE,69,FALSE,2728757,"Carex oxylepis Torr. & Hook.","Carex oxylepis","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex oxylepis",6,7707728,196,1369,7708,2721893,2728757,FALSE,"Liliopsida","Carex oxylepis","unambiguous",NA,NA
"Carex pallescens L., Pale Sedge—see Excluded Flora section. ","Carex pallescens","Carex","pallescens"," L., Pale Sedge—see Excluded Flora section. ","Carex pallescens L., Pale Sedg",TRUE,44,FALSE,2726592,"Carex pallescens L.","Carex pallescens","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex pallescens",6,7707728,196,1369,7708,2721893,2726592,FALSE,"Liliopsida","Carex pallescens","unambiguous",NA,NA
"Carex pedunculata Muhl.flex Willd., Longstalk Sedge, •  S1/G5  (Longbottom et al. 6029 DOV) ","Carex pedunculata","Carex","pedunculata"," Muhl.flex Willd., Longstalk Sedge, •  S1/G5  (Longbottom et al. 6029 DOV) ","Carex pedunculata Muhl.flex Wi",FALSE,75,FALSE,2723231,"Carex pedunculata Muhl. ex Willd.","Carex pedunculata","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex pedunculata",6,7707728,196,1369,7708,2721893,2723231,FALSE,"Liliopsida","Carex pedunculata","unambiguous",NA,NA
"Carex pellita Muhl.flex Willd., Wooly Sedge, •  S2?/G5 (Naczi  9274 DOV)  [Carex lanuginosa Michx.] ","Carex pellita","Carex","pellita"," Muhl.flex Willd., Wooly Sedge, •  S2?/G5 (Naczi  9274 DOV)  [Carex lanuginosa Michx.] ","Carex pellita Muhl.flex Willd.",FALSE,87,FALSE,2725592,"Carex pellita Muhl. ex Willd.","Carex pellita","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex pellita",6,7707728,196,1369,7708,2721893,2725592,FALSE,"Liliopsida","Carex pellita","unambiguous",NA,NA
"Carex pensylvanica Lam., Pennsylvania Sedge (Knapp 1170  DOV) ","Carex pensylvanica","Carex","pensylvanica"," Lam., Pennsylvania Sedge (Knapp 1170  DOV) ","Carex pensylvanica Lam., Penns",FALSE,44,FALSE,2724855,"Carex pensylvanica Lam.","Carex pensylvanica","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex pensylvanica",6,7707728,196,1369,7708,2721893,2724855,FALSE,"Liliopsida","Carex pensylvanica","unambiguous",NA,NA
"Carex planispicata Naczi, Flat-spiked Sedge, •  S1S2/G4 (Naczi  8060 NY)  [Carex amphibola Steud. var. rigida (L. H. Bailey) Fernald] ","Carex planispicata","Carex","planispicata"," Naczi, Flat-spiked Sedge, •  S1S2/G4 (Naczi  8060 NY)  [Carex amphibola Steud. var. rigida (L. H. Bailey) Fernald] ","Carex planispicata Naczi, Flat",FALSE,116,FALSE,2724058,"Carex planispicata Naczi","Carex planispicata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex planispicata",6,7707728,196,1369,7708,2721893,2724058,FALSE,"Liliopsida","Carex planispicata","unambiguous",NA,NA
"Carex plantaginea Lam., Plantain-feaf Sedge, •  S1?/G5 (Naczi  11054 NY) ","Carex plantaginea","Carex","plantaginea"," Lam., Plantain-feaf Sedge, •  S1?/G5 (Naczi  11054 NY) ","Carex plantaginea Lam., Planta",FALSE,56,FALSE,2723909,"Carex plantaginea Lam.","Carex plantaginea","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex plantaginea",6,7707728,196,1369,7708,2721893,2723909,FALSE,"Liliopsida","Carex plantaginea","unambiguous",NA,NA
"Carex platyphylla J. Carey, Broadleaf Sedge (McAvoy 5778  DOV) ","Carex platyphylla","Carex","platyphylla"," J. Carey, Broadleaf Sedge (McAvoy 5778  DOV) ","Carex platyphylla J. Carey, Br",FALSE,46,FALSE,2723827,"Carex platyphylla J.Carey","Carex platyphylla","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex platyphylla",6,7707728,196,1369,7708,2721893,2723827,FALSE,"Liliopsida","Carex platyphylla","unambiguous",NA,NA
"Carex polymorpha Muhl., Variable Sedge, •  SH/G3 (Crawford  s.n. PH) ","Carex polymorpha","Carex","polymorpha"," Muhl., Variable Sedge, •  SH/G3 (Crawford  s.n. PH) ","Carex polymorpha Muhl., Variab",FALSE,53,FALSE,2722539,"Carex polymorpha Muhl.","Carex polymorpha","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex polymorpha",6,7707728,196,1369,7708,2721893,2722539,FALSE,"Liliopsida","Carex polymorpha","unambiguous",NA,NA
"Carex prasina Wahlenb., Drooping Sedge (Naczi 9328c DOV) ","Carex prasina","Carex","prasina"," Wahlenb., Drooping Sedge (Naczi 9328c DOV) ","Carex prasina Wahlenb., Droopi",FALSE,44,FALSE,2726203,"Carex prasina Wahlenb.","Carex prasina","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex prasina",6,7707728,196,1369,7708,2721893,2726203,FALSE,"Liliopsida","Carex prasina","unambiguous",NA,NA
"Carex projecta Mack., Necklace Sedge, •  S2/G5 (Lea 3148  DOV) ","Carex projecta","Carex","projecta"," Mack., Necklace Sedge, •  S2/G5 (Lea 3148  DOV) ","Carex projecta Mack., Necklace",FALSE,49,FALSE,2725037,"Carex projecta Mack.","Carex projecta","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex projecta",6,7707728,196,1369,7708,2721893,2725037,FALSE,"Liliopsida","Carex projecta","unambiguous",NA,NA
"Carex radiata (Wahlenb.) Small, Eastern Star Sedge (Naczi 8043  DOV)  [Carex rosea Schkuhrflex Willd. var. radiata (Wahlenb.)  Dewey] ","Carex radiata","Carex","radiata"," (Wahlenb.) Small, Eastern Star Sedge (Naczi 8043  DOV)  [Carex rosea Schkuhrflex Willd. var. radiata (Wahlenb.)  Dewey] ","Carex radiata (Wahlenb.) Small",FALSE,121,FALSE,2722811,"Carex radiata (Wahlenb.) Small","Carex radiata","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex radiata",6,7707728,196,1369,7708,2721893,2722811,FALSE,"Liliopsida","Carex radiata","unambiguous",NA,NA
"Carex retroflexa Muhl. ex Schkuhr, Reflexed Sedge (McAvoy  4631 DOV) ","Carex retroflexa","Carex","retroflexa"," Muhl. ex Schkuhr, Reflexed Sedge (McAvoy  4631 DOV) ","Carex retroflexa Muhl. ex Schk",FALSE,53,FALSE,2725281,"Carex retroflexa Muhl. ex Willd.","Carex retroflexa","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex retroflexa",6,7707728,196,1369,7708,2721893,2725281,FALSE,"Liliopsida","Carex retroflexa","unambiguous",NA,NA
"Carex retrorsa Schwein., Knotsheath Sedge—see Excluded ","Carex retrorsa","Carex","retrorsa"," Schwein., Knotsheath Sedge—see Excluded ","Carex retrorsa Schwein., Knots",TRUE,41,FALSE,2725033,"Carex retrorsa Schwein.","Carex retrorsa","SPECIES","ACCEPTED",97,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex retrorsa",6,7707728,196,1369,7708,2721893,2725033,FALSE,"Liliopsida","Carex retrorsa","unambiguous",NA,NA
"Carex reznicekii Werier, Reznicek’s Sedge (Knapp 2394 DOV) ","Carex reznicekii","Carex","reznicekii"," Werier, Reznicek’s Sedge (Knapp 2394 DOV) ","Carex reznicekii Werier, Rezni",FALSE,43,FALSE,2728076,"Carex reznicekii Werier","Carex reznicekii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex reznicekii",6,7707728,196,1369,7708,2721893,2728076,FALSE,"Liliopsida","Carex reznicekii","unambiguous",NA,NA
"Carex richardsonii R. Br., Richardson’s Sedge, •  S1/G4 (Knapp  1149 DOV) ","Carex richardsonii","Carex","richardsonii"," R. Br., Richardson’s Sedge, •  S1/G4 (Knapp  1149 DOV) ","Carex richardsonii R. Br., Ric",FALSE,56,FALSE,2723186,"Carex richardsonii R.Br.","Carex richardsonii","SPECIES","ACCEPTED",99,"EXACT","Plantae","Tracheophyta","Poales","Cyperaceae","Carex","Carex richardsonii",6,7707728,196,1369,7708,2721893,2723186,FALSE,"Liliopsida","Carex richardsonii","unambiguous",NA,NA
